DrugID	Drug_Target
DB00157	4726
DB00157	285362
DB00157	80270
DB00157	4724
DB00157	3248
DB00157	56898
DB00157	128
DB00157	622
DB00157	51170
DB00157	416
DB00157	216
DB00157	150763
DB00157	26275
DB00157	51660
DB00157	1727
DB00157	56648
DB00157	27306
DB00157	4056
DB00157	8659
DB00157	7381
DB00157	57016
DB00157	223
DB00157	51084
DB00157	5092
DB00157	25874
DB00157	593
DB00157	4716
DB00157	7385
DB00157	6017
DB00157	11001
DB00157	6652
DB00157	79944
DB00157	4714
DB00157	51380
DB00157	38
DB00157	127
DB00157	11112
DB00157	2180
DB00157	2819
DB00157	231
DB00157	391059
DB00157	3419
DB00157	4704
DB00157	4538
DB00157	84188
DB00157	587
DB00157	3945
DB00157	7167
DB00157	2597
DB00157	8050
DB00157	51166
DB00157	218
DB00157	8402
DB00157	4967
DB00157	26330
DB00157	2639
DB00157	1666
DB00157	1428
DB00157	1725
DB00157	1723
DB00157	412
DB00157	3284
DB00157	3283
DB00157	4713
DB00157	124
DB00157	374291
DB00157	8644
DB00157	4539
DB00157	4535
DB00157	4541
DB00157	3033
DB00157	1738
DB00157	1645
DB00157	1109
DB00157	7923
DB00157	3421
DB00157	3292
DB00157	10873
DB00157	3295
DB00157	4191
DB00157	126
DB00157	4706
DB00157	3028
DB00157	55711
DB00157	4710
DB00157	3156
DB00157	10005
DB00157	50
DB00157	26227
DB00157	3615
DB00157	4728
DB00157	7915
DB00157	9380
DB00157	55739
DB00157	22949
DB00157	9420
DB00157	7388
DB00157	8560
DB00157	54205
DB00157	5162
DB00157	125
DB00157	7386
DB00157	92483
DB00157	27249
DB00157	1384
DB00157	1632
DB00157	3992
DB00157	195814
DB00157	4698
DB00157	84532
DB00157	594
DB00157	36
DB00157	1892
DB00157	275
DB00157	4522
DB00157	410
DB00157	215
DB00157	5443
DB00157	3294
DB00157	1537
DB00157	57678
DB00157	79642
DB00157	55349
DB00157	5105
DB00157	7358
DB00157	79901
DB00157	6470
DB00157	1582
DB00157	8630
DB00157	4200
DB00157	501
DB00157	8801
DB00157	3291
DB00157	4717
DB00157	1646
DB00157	5161
DB00157	3290
DB00157	1719
DB00157	126328
DB00157	221
DB00157	4701
DB00157	4835
DB00157	35
DB00157	1717
DB00157	29920
DB00157	4696
DB00158	1719
DB00158	7298
DB00158	4524
DB00158	2350
DB00158	2348
DB00158	2352
DB00158	6573
DB00159	338557
DB00159	9443
DB00159	23097
DB00159	336
DB00159	1490
DB00159	5743
DB00159	50486
DB00159	183
DB00159	5742
DB00159	6721
DB00159	25937
DB00159	23054
DB00159	7004
DB00159	2168
DB00159	2181
DB00159	51703
DB00159	79718
DB00159	54600
DB00159	9412
DB00159	7005
DB00159	8463
DB00159	25942
DB00159	335
DB00159	29079
DB00159	10001
DB00159	6604
DB00159	11010
DB00159	55090
DB00159	9611
DB00159	123
DB00159	2180
DB00159	23389
DB00159	1387
DB00159	2167
DB00159	6095
DB00159	96764
DB00159	7442
DB00159	5467
DB00159	6546
DB00159	34
DB00159	2864
DB00159	57761
DB00159	2222
DB00159	6822
DB00159	4899
DB00159	51003
DB00159	116519
DB00159	4801
DB00159	9440
DB00159	376497
DB00159	84246
DB00159	10413
DB00159	1579
DB00159	133522
DB00159	55588
DB00159	112950
DB00159	406
DB00159	9442
DB00159	400569
DB00159	6256
DB00159	1024
DB00159	27242
DB00159	1543
DB00159	23305
DB00159	90390
DB00159	8800
DB00159	19
DB00159	6296
DB00159	5469
DB00159	1581
DB00159	9968
DB00159	116285
DB00159	54797
DB00159	8841
DB00159	5122
DB00159	85441
DB00159	5468
DB00159	4862
DB00159	8202
DB00159	5244
DB00159	1376
DB00159	51129
DB00159	3156
DB00159	948
DB00159	9862
DB00159	4800
DB00159	6837
DB00159	8648
DB00159	9439
DB00159	3992
DB00159	3157
DB00159	3158
DB00159	2182
DB00159	4199
DB00159	2274
DB00159	10499
DB00159	9282
DB00159	4802
DB00159	2641
DB00159	9612
DB00159	341392
DB00159	29841
DB00159	10025
DB00159	10498
DB00159	9969
DB00159	81857
DB00159	54988
DB00159	6667
DB00159	219541
DB00159	211
DB00159	3091
DB00159	9575
DB00159	142827
DB00159	23179
DB00159	27063
DB00159	7296
DB00159	165140
DB00159	1374
DB00159	9477
DB00159	892
DB00159	80205
DB00159	2033
DB00159	10891
DB00159	9441
DB00159	5465
DB00159	51586
DB00165	2805
DB00165	875
DB00165	8566
DB00165	57026
DB00165	501
DB00165	493911
DB00165	55163
DB00165	105372824
DB00166	51601
DB00166	4860
DB00166	8884
DB00166	11019
DB00169	8074
DB00169	632
DB00169	1017
DB00169	3569
DB00169	1594
DB00169	51150
DB00169	5741
DB00169	7097
DB00169	8600
DB00169	2638
DB00169	5447
DB00169	795
DB00169	9365
DB00169	120227
DB00169	7421
DB00169	1591
DB00170	632
DB00170	2155
DB00170	2677
DB00170	2159
DB00170	4835
DB00170	2158
DB00170	8858
DB00170	1728
DB00170	316
DB00170	4129
DB00170	79001
DB00170	2147
DB00170	154807
DB00170	3620
DB00170	7052
DB00170	994
DB00170	5627
DB00170	5624
DB00173	4507
DB00173	55825
DB00173	353
DB00173	32
DB00173	84245
DB00173	52
DB00173	4860
DB00173	91801
DB00173	6733
DB00173	3177
DB00173	5028
DB00173	3251
DB00173	55315
DB00173	54784
DB00173	54890
DB00173	84266
DB00173	8846
DB00173	221120
DB00173	4595
DB00175	338
DB00175	3066
DB00175	3156
DB00175	1071
DB00175	3931
DB00175	1576
DB00175	1401
DB00175	4846
DB00175	6347
DB00175	6403
DB00175	10599
DB00176	1543
DB00176	6532
DB00176	3757
DB00176	1559
DB00176	6531
DB00176	3356
DB00176	1544
DB00176	1557
DB00177	186
DB00177	185
DB00177	6347
DB00177	5972
DB00178	1636
DB00178	213
DB00178	5972
DB00179	240
DB00179	1588
DB00179	836
DB00179	4953
DB00179	3480
DB00179	7124
DB00179	239
DB00179	4015
DB00179	6462
DB00180	2908
DB00181	9568
DB00181	2550
DB00181	55811
DB00182	3350
DB00182	1548
DB00182	6530
DB00182	6532
DB00182	9607
DB00182	134864
DB00182	6571
DB00182	4129
DB00182	1813
DB00182	6531
DB00183	2520
DB00183	887
DB00183	796
DB00184	2326
DB00184	113612
DB00184	1588
DB00184	1135
DB00184	55584
DB00184	57053
DB00184	1553
DB00184	3586
DB00184	1103
DB00184	1139
DB00184	54657
DB00184	7124
DB00184	1138
DB00184	7054
DB00184	1136
DB00184	29785
DB00184	1548
DB00184	2353
DB00184	6770
DB00184	7365
DB00184	2327
DB00184	8973
DB00184	6714
DB00184	3558
DB00184	1571
DB00184	6531
DB00184	2330
DB00184	207
DB00184	5409
DB00184	10720
DB00184	2247
DB00184	1549
DB00184	1141
DB00184	1555
DB00184	5743
DB00184	1137
DB00184	1543
DB00184	1143
DB00184	3356
DB00184	7422
DB00184	11185
DB00184	1268
DB00184	260293
DB00184	2328
DB00184	2329
DB00184	1142
DB00185	1128
DB00185	1131
DB00186	200959
DB00186	2563
DB00186	2557
DB00186	2562
DB00186	2560
DB00186	2564
DB00186	55879
DB00186	2568
DB00186	2570
DB00186	2561
DB00186	2559
DB00186	2558
DB00186	2567
DB00186	2555
DB00186	706
DB00186	2554
DB00186	2556
DB00186	2565
DB00186	2569
DB00186	2566
DB00187	153
DB00188	5599
DB00188	5683
DB00188	5688
DB00188	5696
DB00188	3725
DB00188	8797
DB00188	10018
DB00188	5684
DB00188	5685
DB00188	7494
DB00188	2099
DB00188	5693
DB00188	1026
DB00188	5707
DB00188	5682
DB00188	5689
DB00188	1506
DB00188	4170
DB00188	4792
DB00188	3320
DB00188	596
DB00188	842
DB00188	3162
DB00188	5708
DB00188	3309
DB00188	5690
DB00188	22943
DB00188	4846
DB00188	5687
DB00188	7157
DB00188	207
DB00188	5694
DB00188	5686
DB00188	8795
DB00188	9131
DB00188	5366
DB00188	5692
DB00188	7422
DB00188	836
DB00188	5695
DB00188	54205
DB00188	9451
DB00188	3576
DB00188	581
DB00188	598
DB00188	3569
DB00188	1027
DB00189	2556
DB00189	2555
DB00189	2561
DB00189	2559
DB00189	2557
DB00189	2558
DB00189	2562
DB00189	2560
DB00189	2554
DB00190	1644
DB00191	6532
DB00191	134864
DB00191	6531
DB00191	4128
DB00191	4852
DB00191	4129
DB00191	6530
DB00192	6331
DB00193	4985
DB00193	7442
DB00193	6532
DB00193	6326
DB00193	134
DB00193	6869
DB00193	1128
DB00193	3358
DB00193	4988
DB00193	4986
DB00193	89832
DB00193	6530
DB00193	1131
DB00193	116443
DB00194	1803
DB00195	153
DB00195	154
DB00196	1038
DB00196	1559
DB00196	1595
DB00196	1576
DB00197	2030
DB00197	5465
DB00197	2950
DB00197	5468
DB00197	2104
DB00197	5467
DB00197	5054
DB00197	2182
DB00197	4129
DB00197	2101
DB00198	4758
DB00198	4759
DB00198	4663
DB00198	1066
DB00199	5243
DB00199	1576
DB00199	2862
DB00199	3757
DB00199	4295
DB00200	6947
DB00200	166785
DB00200	25974
DB00200	4552
DB00200	4548
DB00200	326625
DB00200	4594
DB00200	8029
DB00200	81693
DB00202	1129
DB00202	1131
DB00202	590
DB00202	4151
DB00202	43
DB00202	57053
DB00202	1128
DB00202	89832
DB00203	8654
DB00203	28234
DB00203	5146
DB00203	10057
DB00203	5149
DB00203	5148
DB00203	1576
DB00203	501
DB00203	5592
DB00203	5142
DB00204	3776
DB00204	3757
DB00204	3768
DB00204	144245
DB00204	27133
DB00204	84920
DB00205	1719
DB00205	3074
DB00205	1559
DB00205	1128
DB00205	55244
DB00205	7298
DB00206	3356
DB00206	5409
DB00206	9429
DB00206	6532
DB00206	6530
DB00206	5768
DB00206	6531
DB00206	332
DB00206	7054
DB00206	6570
DB00206	6571
DB00206	1621
DB00207	23569
DB00208	3674
DB00208	1557
DB00208	1555
DB00208	1559
DB00208	2147
DB00208	5196
DB00208	5028
DB00208	64805
DB00208	7450
DB00208	462
DB00208	11093
DB00208	5473
DB00209	1128
DB00210	6257
DB00210	6256
DB00210	5915
DB00210	6258
DB00210	5916
DB00210	5914
DB00210	5743
DB00210	1382
DB00211	147
DB00211	146
DB00211	148
DB00213	55244
DB00213	9429
DB00213	6582
DB00213	479
DB00213	1559
DB00213	1576
DB00213	23576
DB00213	1557
DB00213	495
DB00214	6558
DB00214	6915
DB00214	1559
DB00214	6557
DB00214	5972
DB00215	6532
DB00215	3358
DB00215	3356
DB00215	6531
DB00215	3757
DB00215	4128
DB00215	4129
DB00215	1576
DB00215	3269
DB00215	148
DB00215	1128
DB00215	1557
DB00215	6530
DB00216	3354
DB00216	3363
DB00216	3352
DB00216	3355
DB00216	3350
DB00216	3351
DB00216	3357
DB00216	1576
DB00217	150
DB00217	3758
DB00217	151
DB00217	152
DB00218	7153
DB00218	23113
DB00219	1128
DB00221	154
DB00221	153
DB00222	3758
DB00222	6833
DB00222	3767
DB00222	5054
DB00222	1559
DB00222	6517
DB00223	2908
DB00224	920
DB00224	1576
DB00226	6530
DB00227	338
DB00227	3156
DB00227	5894
DB00227	335
DB00227	2222
DB00227	1559
DB00227	3265
DB00227	3066
DB00227	4846
DB00227	3949
DB00227	8856
DB00227	6721
DB00227	4000
DB00227	388
DB00227	5243
DB00227	1581
DB00227	207
DB00227	3683
DB00227	1576
DB00227	836
DB00227	51655
DB00227	387
DB00228	2890
DB00228	513
DB00228	27032
DB00228	3736
DB00228	2554
DB00228	3783
DB00228	1571
DB00228	2741
DB00228	3778
DB00230	781
DB00230	773
DB00231	2563
DB00231	55879
DB00231	2568
DB00231	2570
DB00231	2554
DB00231	2564
DB00231	2569
DB00231	2560
DB00231	2562
DB00231	2561
DB00231	2558
DB00231	2557
DB00231	2559
DB00231	706
DB00231	2555
DB00231	2556
DB00231	200959
DB00231	2567
DB00231	2565
DB00231	2566
DB00232	759
DB00232	760
DB00232	762
DB00232	6557
DB00233	240
DB00233	30814
DB00233	5743
DB00233	5770
DB00233	9
DB00234	1565
DB00234	6532
DB00234	3358
DB00234	6530
DB00235	5140
DB00235	5139
DB00235	5742
DB00235	8654
DB00237	2891
DB00237	1139
DB00237	2554
DB00237	2555
DB00237	2898
DB00237	1137
DB00237	2556
DB00237	2559
DB00237	2557
DB00237	2558
DB00238	1576
DB00239	8856
DB00240	2908
DB00241	2891
DB00241	2558
DB00241	2559
DB00241	2554
DB00241	2556
DB00241	1137
DB00241	2557
DB00241	2555
DB00241	2898
DB00241	1139
DB00242	4860
DB00242	1633
DB00242	6240
DB00242	5422
DB00242	54107
DB00242	56655
DB00242	5427
DB00242	5426
DB00242	50484
DB00242	317
DB00242	6241
DB00242	1716
DB00242	142
DB00243	153
DB00243	3757
DB00243	6331
DB00244	7172
DB00244	240
DB00244	5742
DB00244	5468
DB00244	4353
DB00244	3551
DB00244	5743
DB00245	1131
DB00245	6530
DB00245	6532
DB00245	1129
DB00245	1133
DB00245	3269
DB00245	1128
DB00245	6531
DB00245	1132
DB00246	6532
DB00246	154
DB00246	153
DB00246	6915
DB00246	3362
DB00246	150
DB00246	3350
DB00246	3359
DB00246	152
DB00246	1815
DB00246	1132
DB00246	3269
DB00246	3356
DB00246	3354
DB00246	148
DB00246	3358
DB00246	3757
DB00246	1133
DB00246	1813
DB00246	151
DB00246	1128
DB00246	1816
DB00246	1812
DB00246	1129
DB00246	3363
DB00246	147
DB00246	3351
DB00246	1814
DB00246	3352
DB00246	1131
DB00248	3352
DB00248	1814
DB00248	3357
DB00248	3351
DB00248	3356
DB00248	148
DB00248	152
DB00248	1813
DB00248	3358
DB00248	1812
DB00248	150
DB00248	153
DB00248	1815
DB00248	146
DB00248	154
DB00248	3363
DB00248	3350
DB00248	1816
DB00248	147
DB00248	151
DB00249	7083
DB00250	1559
DB00250	3576
DB00250	3362
DB00251	1595
DB00252	1553
DB00252	6331
DB00252	1559
DB00252	6323
DB00252	6328
DB00252	1562
DB00252	3757
DB00252	213
DB00252	1576
DB00252	1557
DB00252	6462
DB00252	6326
DB00252	8856
DB00252	6334
DB00253	2908
DB00254	4314
DB00254	4318
DB00254	4313
DB00254	4317
DB00255	6513
DB00255	8202
DB00255	2104
DB00255	7706
DB00255	1509
DB00255	1950
DB00255	5617
DB00255	2099
DB00255	57504
DB00255	672
DB00255	2796
DB00255	2957
DB00255	51807
DB00255	1387
DB00255	2101
DB00255	3206
DB00255	348
DB00255	7277
DB00255	5020
DB00255	7040
DB00255	2908
DB00255	7422
DB00255	112694756
DB00255	367
DB00255	4609
DB00255	1956
DB00255	595
DB00255	2597
DB00255	2100
DB00255	8856
DB00255	5741
DB00255	4057
DB00255	1312
DB00255	3479
DB00255	338
DB00255	6462
DB00255	2103
DB00255	5241
DB00255	2353
DB00255	8600
DB00255	7157
DB00255	220074
DB00255	3315
DB00255	5021
DB00255	84790
DB00255	27043
DB00255	2962
DB00255	3569
DB00255	7015
DB00255	3952
DB00255	2852
DB00255	6714
DB00255	213
DB00255	23426
DB00255	9687
DB00255	10498
DB00255	7846
DB00255	4846
DB00255	2033
DB00255	5443
DB00255	2064
DB00255	9429
DB00255	51738
DB00255	2971
DB00255	2960
DB00257	8856
DB00257	1586
DB00257	1595
DB00257	5243
DB00257	1576
DB00257	1588
DB00257	3738
DB00257	3577
DB00257	554
DB00257	1233
DB00257	3757
DB00257	9971
DB00257	3783
DB00257	7226
DB00259	761
DB00259	762
DB00259	768
DB00259	377677
DB00259	9
DB00259	760
DB00259	759
DB00260	2671
DB00260	2902
DB00261	5139
DB00261	64805
DB00262	2936
DB00262	4255
DB00264	152
DB00264	153
DB00264	155
DB00264	154
DB00266	1429
DB00266	1728
DB00266	9159
DB00266	2859
DB00266	1559
DB00266	79001
DB00268	1815
DB00268	1544
DB00268	3352
DB00268	1812
DB00268	3351
DB00268	1813
DB00268	3350
DB00268	3363
DB00268	152
DB00268	3357
DB00268	1814
DB00268	151
DB00268	3356
DB00268	3358
DB00268	1816
DB00268	150
DB00270	779
DB00270	776
DB00270	9254
DB00270	781
DB00270	8912
DB00270	775
DB00270	783
DB00271	4669
DB00272	3274
DB00273	771
DB00273	759
DB00273	2897
DB00273	763
DB00273	760
DB00273	762
DB00273	2554
DB00273	768
DB00273	377677
DB00273	766
DB00273	6323
DB00275	185
DB00276	213
DB00276	7155
DB00276	316
DB00276	6580
DB00276	1565
DB00276	3757
DB00276	7157
DB00276	5004
DB00276	7153
DB00277	135
DB00277	5141
DB00277	134
DB00277	5139
DB00277	5142
DB00277	3066
DB00277	136
DB00277	8654
DB00277	1571
DB00277	6750
DB00277	3596
DB00277	142
DB00277	1544
DB00277	57413
DB00278	2147
DB00279	10720
DB00279	7067
DB00279	6817
DB00279	6799
DB00279	7365
DB00279	7068
DB00279	1734
DB00279	1733
DB00279	1509
DB00279	54576
DB00280	1131
DB00280	3751
DB00280	6331
DB00280	1129
DB00280	6582
DB00280	5005
DB00280	3757
DB00280	1128
DB00280	3752
DB00281	6336
DB00281	6335
DB00281	6331
DB00281	7442
DB00281	836
DB00281	1956
DB00281	1544
DB00281	6329
DB00281	5004
DB00281	1576
DB00282	2224
DB00283	3269
DB00283	6580
DB00284	8972
DB00284	279
DB00284	6476
DB00284	2548
DB00285	1129
DB00285	150
DB00285	4886
DB00285	3356
DB00285	3358
DB00285	6532
DB00285	3362
DB00285	6531
DB00285	6530
DB00285	1128
DB00286	2099
DB00286	2100
DB00287	5737
DB00288	2908
DB00288	301
DB00289	3760
DB00289	3757
DB00289	6531
DB00289	6532
DB00289	6530
DB00289	4986
DB00290	3980
DB00290	7040
DB00290	3978
DB00290	1490
DB00291	2950
DB00293	7298
DB00293	1719
DB00293	2356
DB00294	6462
DB00294	5241
DB00294	2099
DB00294	1557
DB00295	4987
DB00295	4988
DB00295	4985
DB00295	409
DB00295	3725
DB00295	5173
DB00295	54657
DB00295	3356
DB00295	54577
DB00295	4986
DB00295	54659
DB00295	54576
DB00295	7363
DB00295	54578
DB00295	823
DB00295	7365
DB00295	7366
DB00295	7367
DB00295	8620
DB00295	2353
DB00295	6869
DB00295	54579
DB00295	55811
DB00295	5582
DB00295	5155
DB00295	79799
DB00295	5443
DB00295	6863
DB00295	10720
DB00295	836
DB00295	54575
DB00295	54600
DB00295	7364
DB00295	1268
DB00295	7054
DB00296	6336
DB00297	5731
DB00297	6336
DB00298	148
DB00298	147
DB00298	146
DB00302	5340
DB00302	5327
DB00304	5627
DB00304	335
DB00304	2099
DB00304	2155
DB00304	5241
DB00304	6462
DB00305	836
DB00305	672
DB00305	4599
DB00305	675
DB00305	7516
DB00305	7157
DB00305	5888
DB00305	3576
DB00305	1728
DB00305	7150
DB00306	2898
DB00306	1137
DB00306	2554
DB00306	2891
DB00306	1139
DB00306	2555
DB00306	2557
DB00306	2559
DB00306	2558
DB00306	2556
DB00307	6257
DB00307	5916
DB00307	5915
DB00307	6258
DB00307	6256
DB00307	5468
DB00307	7157
DB00307	5914
DB00308	775
DB00308	3757
DB00308	782
DB00308	81033
DB00308	781
DB00308	9424
DB00308	786
DB00308	90134
DB00308	3775
DB00308	3767
DB00309	81027
DB00310	760
DB00310	759
DB00310	6557
DB00312	2554
DB00312	2891
DB00312	2557
DB00312	2555
DB00312	2558
DB00312	5972
DB00312	2556
DB00312	6513
DB00312	2898
DB00312	1139
DB00312	1137
DB00312	2559
DB00312	8856
DB00313	18
DB00313	9734
DB00313	3065
DB00313	5467
DB00313	1559
DB00313	5243
DB00313	5468
DB00313	7915
DB00313	1548
DB00313	36
DB00313	6606
DB00313	2932
DB00313	3066
DB00313	5649
DB00313	1555
DB00313	5465
DB00313	4967
DB00315	3350
DB00315	3351
DB00315	1544
DB00315	3355
DB00315	3352
DB00316	7442
DB00316	1576
DB00316	766
DB00316	761
DB00316	771
DB00316	9970
DB00316	10728
DB00316	6817
DB00316	1543
DB00316	5742
DB00316	5743
DB00316	54578
DB00316	1571
DB00316	10380
DB00316	1544
DB00317	1956
DB00317	50488
DB00317	9429
DB00317	4233
DB00317	596
DB00317	2309
DB00317	2066
DB00317	6714
DB00317	7422
DB00317	5595
DB00317	3055
DB00317	83982
DB00317	8986
DB00317	5979
DB00317	6790
DB00317	2065
DB00317	2268
DB00317	3815
DB00317	5261
DB00317	2042
DB00317	4058
DB00317	558
DB00317	3791
DB00317	2064
DB00317	2322
DB00317	3932
DB00317	8767
DB00317	2051
DB00317	2580
DB00317	79837
DB00317	4215
DB00317	85443
DB00317	81788
DB00317	9748
DB00317	2872
DB00317	27148
DB00317	836
DB00317	51135
DB00317	9263
DB00317	285220
DB00317	23043
DB00317	10746
DB00317	6793
DB00317	11200
DB00317	25
DB00317	1950
DB00317	51701
DB00317	147746
DB00317	9262
DB00317	1022
DB00317	27
DB00317	80122
DB00317	388228
DB00317	5587
DB00317	5601
DB00317	1453
DB00317	1454
DB00317	5602
DB00317	2050
DB00317	5607
DB00317	2047
DB00317	3654
DB00317	2044
DB00318	4986
DB00318	4988
DB00318	4985
DB00320	3351
DB00320	150
DB00320	55244
DB00320	3357
DB00320	3352
DB00320	3356
DB00320	146
DB00320	1576
DB00321	1132
DB00321	1128
DB00321	4986
DB00321	146
DB00321	3352
DB00321	6530
DB00321	4988
DB00321	148
DB00321	1133
DB00321	3356
DB00321	3362
DB00321	11255
DB00321	4914
DB00321	3269
DB00321	3785
DB00321	5005
DB00321	3736
DB00321	150
DB00321	1813
DB00321	1812
DB00321	1129
DB00321	1816
DB00321	3274
DB00321	3358
DB00321	6532
DB00321	1814
DB00321	6531
DB00321	6331
DB00321	6335
DB00321	6326
DB00321	4985
DB00321	59340
DB00321	1131
DB00321	1557
DB00321	3751
DB00321	3786
DB00321	3350
DB00321	3363
DB00321	3752
DB00321	147
DB00321	3351
DB00322	7298
DB00322	7083
DB00322	1890
DB00323	1312
DB00324	2908
DB00325	43
DB00325	4881
DB00327	4985
DB00327	4986
DB00327	4988
DB00328	1908
DB00328	11196
DB00328	5228
DB00328	5972
DB00328	3553
DB00328	7124
DB00328	145482
DB00328	5743
DB00328	5320
DB00328	5732
DB00328	3569
DB00328	4953
DB00328	4353
DB00328	367
DB00328	240
DB00328	2739
DB00328	4846
DB00328	213
DB00328	5739
DB00328	5468
DB00328	841
DB00328	1906
DB00328	1646
DB00328	5465
DB00328	351
DB00328	8644
DB00328	5742
DB00328	4312
DB00328	1499
DB00328	3576
DB00328	4318
DB00328	5733
DB00328	6915
DB00328	6916
DB00328	231
DB00328	11251
DB00328	9356
DB00328	9376
DB00328	10599
DB00328	4843
DB00331	5564
DB00331	5563
DB00331	55244
DB00331	836
DB00331	3952
DB00331	3667
DB00331	9370
DB00331	3643
DB00331	5468
DB00331	6794
DB00331	6517
DB00331	3040
DB00331	2932
DB00331	146802
DB00331	1803
DB00331	2475
DB00331	6580
DB00331	6582
DB00331	4792
DB00331	4318
DB00331	2740
DB00331	2641
DB00331	3484
DB00331	5054
DB00331	5327
DB00331	1586
DB00331	3162
DB00331	56729
DB00331	2819
DB00332	1131
DB00332	1129
DB00332	1128
DB00333	1555
DB00333	4988
DB00333	116443
DB00333	4985
DB00333	3757
DB00333	4986
DB00333	57053
DB00333	1137
DB00333	5243
DB00333	3359
DB00333	1139
DB00333	1576
DB00333	1141
DB00334	3350
DB00334	3351
DB00334	1813
DB00334	3362
DB00334	1131
DB00334	3357
DB00334	3363
DB00334	1812
DB00334	1133
DB00334	1815
DB00334	152
DB00334	3356
DB00334	3354
DB00334	1129
DB00334	1816
DB00334	1128
DB00334	3358
DB00334	3359
DB00334	1814
DB00334	151
DB00334	5617
DB00334	148
DB00334	3269
DB00334	147
DB00334	150
DB00334	1544
DB00334	3757
DB00334	207
DB00334	1132
DB00334	3355
DB00334	3352
DB00334	3274
DB00335	153
DB00335	55811
DB00335	154
DB00335	4057
DB00335	5972
DB00337	2280
DB00337	2475
DB00338	1576
DB00338	2520
DB00338	1543
DB00338	1544
DB00338	495
DB00338	479
DB00338	1557
DB00340	1132
DB00340	1133
DB00340	1129
DB00340	1131
DB00340	1128
DB00341	3269
DB00341	3576
DB00342	5243
DB00342	3757
DB00342	1132
DB00342	1129
DB00342	1128
DB00342	1133
DB00342	1576
DB00342	1573
DB00342	1131
DB00342	3269
DB00343	786
DB00343	1576
DB00343	775
DB00343	5972
DB00343	1906
DB00344	6532
DB00344	6530
DB00344	6531
DB00345	9356
DB00345	10864
DB00345	9376
DB00346	3757
DB00346	147
DB00346	146
DB00346	148
DB00347	8913
DB00348	3242
DB00348	2184
DB00349	2559
DB00349	2560
DB00349	2554
DB00349	2569
DB00349	2570
DB00349	200959
DB00349	2566
DB00349	2565
DB00349	2556
DB00349	2567
DB00349	2557
DB00349	2558
DB00349	2563
DB00349	2562
DB00349	2555
DB00349	55879
DB00349	2568
DB00349	2564
DB00349	2561
DB00350	5742
DB00350	3758
DB00350	5972
DB00351	2908
DB00351	5241
DB00352	3251
DB00353	3354
DB00353	1812
DB00353	3356
DB00353	3357
DB00353	5021
DB00353	3355
DB00354	1128
DB00354	3269
DB00356	1571
DB00356	1543
DB00356	1544
DB00356	3778
DB00356	1549
DB00357	1583
DB00357	1588
DB00358	3040
DB00358	135
DB00358	3039
DB00358	3757
DB00360	6697
DB00360	4846
DB00360	121278
DB00360	5860
DB00360	5053
DB00360	7166
DB00360	7054
DB00361	203068
DB00363	152
DB00363	59340
DB00363	1129
DB00363	3274
DB00363	3351
DB00363	1131
DB00363	1815
DB00363	1128
DB00363	3352
DB00363	2353
DB00363	2950
DB00363	3363
DB00363	1544
DB00363	147
DB00363	3358
DB00363	1814
DB00363	1813
DB00363	1557
DB00363	3354
DB00363	3356
DB00363	146
DB00363	1132
DB00363	148
DB00363	3269
DB00363	7054
DB00363	1133
DB00363	151
DB00363	1812
DB00363	3362
DB00363	1816
DB00363	207
DB00363	150
DB00363	11255
DB00363	3757
DB00363	3361
DB00363	3359
DB00363	6532
DB00363	3350
DB00363	50632
DB00363	3355
DB00363	1576
DB00363	3357
DB00364	1950
DB00364	2243
DB00364	2247
DB00364	643834
DB00364	2266
DB00364	2244
DB00365	23113
DB00366	3269
DB00366	1128
DB00367	5241
DB00367	6715
DB00367	367
DB00367	6462
DB00367	2908
DB00367	2099
DB00368	147
DB00368	151
DB00368	154
DB00368	2740
DB00368	152
DB00368	257313
DB00368	4128
DB00368	11251
DB00368	256933
DB00368	1233
DB00368	4887
DB00368	3355
DB00368	2837
DB00368	5179
DB00368	5021
DB00368	1237
DB00368	7433
DB00368	338398
DB00368	57121
DB00368	2865
DB00368	53637
DB00368	51289
DB00368	29933
DB00368	8811
DB00368	2358
DB00368	1235
DB00368	4889
DB00368	7204
DB00368	5999
DB00368	10672
DB00368	4923
DB00368	2773
DB00368	5745
DB00368	1908
DB00368	10287
DB00368	4158
DB00368	353164
DB00368	283869
DB00368	54331
DB00368	115557
DB00368	885
DB00368	135
DB00368	4987
DB00368	9138
DB00368	2359
DB00368	3363
DB00368	554
DB00368	23236
DB00368	887
DB00368	2831
DB00368	2520
DB00368	796
DB00368	1268
DB00368	57413
DB00368	1312
DB00368	56477
DB00368	3360
DB00368	5697
DB00368	2770
DB00368	2841
DB00368	155
DB00368	153
DB00368	2918
DB00368	347148
DB00368	797
DB00368	728
DB00368	6288
DB00368	5733
DB00368	2695
DB00368	6752
DB00368	10803
DB00368	2917
DB00368	10161
DB00368	4988
DB00368	6001
DB00368	6846
DB00368	5367
DB00368	2826
DB00368	1395
DB00368	11255
DB00368	2832
DB00368	3814
DB00368	4886
DB00368	1813
DB00368	4283
DB00368	339403
DB00368	56670
DB00368	6000
DB00368	183
DB00368	6582
DB00368	6580
DB00368	7432
DB00368	108
DB00368	5996
DB00368	64407
DB00368	6375
DB00368	2913
DB00368	6915
DB00368	4295
DB00368	2641
DB00368	84109
DB00368	4828
DB00368	2912
DB00368	79924
DB00368	1906
DB00368	3356
